club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
Campionii FC Arges,Tudor Telcean,650,19,55,21,29,35,SUB,2019-01-01,2024,Romania,Right,1
Campionii FC Arges,Claudiu Moisie,900,21,62,25,36,38,SUB,2021-07-01,2024,Romania,Right,1
Tranmere Rovers,Elliott Nevitt,2000,24,74,54,37,54,ST,2021-07-09,2022,England,Left,1
Fortuna Sittard,Ronan Pluijmen,550,18,72,31,38,48,SUB,2021-07-01,2022,Netherlands,Left,1
Al Fayha,Ibrahim Al Harbi,3000,25,81,48,48,64,SUB,2020-10-09,2023,Saudi Arabia,Left,1
FC BotoÅŸani,Paul Mensah,2000,21,75,51,50,60,RES,2021-07-14,2024,Ghana,Right,1
Le Havre AC,Yassine Kechta,750,19,61,47,56,59,RES,2019-07-01,2025,Morocco,Left,1
SC Paderborn 07,Justus Henke,2000,20,57,27,42,47,RES,2021-07-21,2023,Germany,Right,1
FC Schalke 04,Bleron Krasniqi,1000,19,71,58,45,60,RES,2021-07-23,2022,Kosovo,Right,1
AS Nancy Lorraine,Axel Francke,900,19,64,55,45,58,RES,2021-07-24,2022,France,Right,1
Lecce,Brynjar Ingi Bjarnason,550,21,69,25,44,33,SUB,2021-07-01,2025,Iceland,Right,1
West Bromwich Albion,Ethan Ingram,2000,18,75,32,46,54,RES,2021-07-06,2024,England,Right,1
AmÃ©rica de Cali,Jhon OrtÃ­z MarquÃ­nez,600,20,63,54,50,59,SUB,2019-05-02,2025,Colombia,Right,1
Bengaluru FC,Bidyashagar Singh,500,23,64,56,43,56,SUB,2021-07-28,2024,India,Right,1
FC Lugano,Kreshnik Hajrizi,2000,22,69,28,37,39,SUB,2021-07-01,2024,Kosovo,Right,1
FC Midtjylland,Victor Lind,2000,18,72,56,54,62,SUB,2020-08-01,2026,Denmark,Left,1
Newport County,Louis Hall,2000,22,72,28,45,50,RES,2021-07-29,2022,England,Left,1
TSV Egger Glas Hartberg,Gabriel Lemoine,1000,20,74,55,44,60,SUB,2021-08-03,2023,Belgium,Right,1
Chennaiyin FC,Deepak Devrani,500,28,64,29,40,46,RCB,2021-08-04,2022,India,Right,1
Derby County,Liam Thompson,1000,19,63,38,56,55,RES,2020-07-01,2022,England,Right,1
Nottingham Forest,Fin Back,2000,18,71,33,49,52,RES,2021-07-13,2022,England,Right,1
Southampton,Oludare Olufunwa,4000,19,69,33,46,51,RES,2019-07-01,2022,England,Right,1
AS Nancy Lorraine,Admilson Jorge Soares CÃ³,900,20,53,29,34,32,RES,2021-08-06,2022,Guinea Bissau,Right,1
Everton,Lewis Dobbin,5000,18,74,57,48,59,RES,2020-01-09,2022,England,Right,1
Club Olimpia,Gustavo Peralta,500,20,68,57,42,53,RES,2021-01-01,2026,Paraguay,Right,1
Tottenham Hotspur,Alfie Devine,1000,16,64,46,56,59,RES,2021-01-10,2024,England,Right,1
1. FC KÃ¶ln,Jens Castrop,550,17,66,38,58,63,RES,2020-08-04,2023,Germany,Right,1
VfL Wolfsburg,Gil-Linnart Walther,3000,18,66,50,52,60,RES,2021-08-14,2023,Germany,Left,1
Fortuna Sittard,Stijn Hogervorst,550,18,61,28,35,42,SUB,2020-07-01,2022,Netherlands,Right,1
Middlesbrough,Jack Robinson,3000,20,65,26,47,48,RES,2021-05-18,2023,England,Left,1
FC Erzgebirge Aue,Felix Hache,500,17,63,49,54,57,RES,2021-07-01,2022,Germany,Right,1
Aston Villa,Hayden Lindley,2000,18,68,46,55,55,RES,2020-02-13,2022,England,Right,1
GÃ³rnik Zabrze,David ToÅ¡evski,900,19,65,56,46,57,SUB,2020-07-07,2025,North Macedonia,Right,1
NÃ®mes Olympique,Enzo Philibert,600,19,61,27,41,44,RES,2021-08-14,2022,France,Right,1
Club BolÃ­var,Lucas ChÃ¡vez,500,18,70,53,53,57,RES,2020-01-01,2023,Bolivia,Right,1
Club BolÃ­var,Miguel Angel Villarroel,500,17,70,52,55,58,RES,2020-01-01,2025,Bolivia,Right,1
Club BolÃ­var,Eduardo Ãlvarez,500,18,61,33,47,47,RES,2019-01-01,2023,Bolivia,Right,1
Club Independiente Santa Fe,Juan Lozano,500,18,67,51,56,57,RES,2019-01-01,2022,Colombia,Right,1
Club Sporting Cristal,Flavio Alcedo,500,18,62,26,43,33,RES,2020-01-01,2023,Peru,Right,1
Club The Strongest,JosÃ© Alfredo Flores,500,17,69,56,53,59,RES,2020-01-01,2022,Bolivia,Right,1
Club Universitario de Deportes,Yamir RuidÃ­az,500,19,64,59,48,59,RES,2020-01-01,2023,Peru,Right,1
Deportivo La Guaira FC,Carlos Augusto Rojas,500,17,69,43,45,56,RES,2020-01-01,2021,Venezuela,Left,1
Wuhan FC,å§šç¿°æž—,1000,36,40,57,62,55,LCM,2010-01-01,2021,China PR,Right,1
Drogheda United,Ronan Michael Murray,550,29,72,54,54,60,RM,2021-02-24,2021,Republic of Ireland,Right,1
Longford Town,Dean Zambra,550,32,50,50,56,56,RDM,2017-01-09,2021,Republic of Ireland,Right,1
Derry City,Darren Cole,550,29,49,35,52,53,SUB,2017-07-01,2021,Scotland,Right,1
Doncaster Rovers,Ed Williams,2000,25,73,49,55,58,RES,2020-08-27,2022,England,Right,1
Longford Town,Joseph Gorman,550,26,64,27,41,49,SUB,2020-01-01,2021,Republic of Ireland,Left,1
Changchun Yatai FC,Chaosheng Yang,2000,27,81,55,39,61,SUB,2021-04-20,2021,China PR,Right,1
Dalian Professional Football Club,å­™å›½æ–‡,2000,27,76,44,52,56,SUB,2016-01-01,2021,China PR,Right,1
Dalian Professional Football Club,çŽ‹è€€é¹,2000,26,64,27,33,49,RCB,2014-01-01,2021,China PR,Right,1
Shanghai Port FC,å¼ ä¸€,4000,27,71,53,55,58,RES,2014-01-01,2023,China PR,Right,1
Guangzhou City,å¶æ¥šè´µ,3000,26,64,50,55,57,RES,2015-01-01,2021,China PR,Right,1
Al Fateh,Qassem Lajami,4000,25,68,26,41,46,SUB,2019-07-01,2024,Saudi Arabia,Left,1
Sligo Rovers,Danny Kane,500,24,56,34,50,54,SUB,2019-07-12,2021,Republic of Ireland,Right,1
GÃ³rnik Zabrze,Krzysztof Kiklaisz,1000,23,52,58,43,55,SUB,2021-02-01,2022,Poland,Left,1
Odisha FC,Vinit Rai Chamling,500,23,59,41,50,48,LDM,2017-07-23,2023,India,Right,1
Jeju United FC,ê°•ìœ¤ì„± åº·å°¹å®‹,1000,24,61,49,56,55,SUB,2019-01-10,2021,Korea Republic,Right,1
Dalian Professional Football Club,å´ä¼Ÿ,2000,24,63,47,49,54,RCM,2020-02-07,2022,China PR,Right,1
West Ham United,MÃ©saque Geremias DjÃº,8000,22,72,51,46,58,RES,2019-01-30,2022,Portugal,Right,1
Swindon Town,Ryan Henry East,2000,22,69,49,58,62,SUB,2021-08-07,2022,England,Left,1
Jamshedpur FC,Anas Edathodika,500,34,48,26,33,42,RCB,2021-08-17,2022,India,Right,1
Incheon United FC,Yeon Soo Kim,900,27,52,23,29,28,SUB,2020-01-03,2021,Korea Republic,Right,1
Queens Park Rangers,Oddyseus Nephtali Alfa,3000,22,75,51,46,58,RES,2017-04-26,2023,Nigeria,Right,1
SG Dynamo Dresden,Justin Leonard LÃ¶we,2000,22,66,53,56,64,SUB,2017-07-01,2022,Germany,Right,1
Scunthorpe United,Jordan Paul Hallam,2000,22,72,57,48,60,SUB,2019-01-25,2023,England,Right,1
Bristol Rovers,Cameron Hargreaves,2000,22,62,42,55,59,SUB,2017-07-01,2022,England,Right,1
Newport County,Lewis Rhys Collins,2000,20,80,56,50,60,SUB,2017-07-01,2023,Wales,Right,1
Tianjin Jinmen Tiger FC,è‹ç¼˜æ°,3000,26,72,52,46,58,LW,2019-02-01,2023,China PR,Right,1
Forest Green Rovers,Opanin Osafo-Adjei Edwards,3000,22,83,44,48,57,SUB,2021-07-01,2022,England,Right,1
Beijing Guoan FC,é«˜å¤©æ„,3000,23,63,45,59,55,SUB,2021-02-17,2023,China PR,Right,1
Sunderland,Benjamin Mbunga-Kimpioka,2000,21,75,54,49,57,RES,2017-08-03,2022,Sweden,Right,1
Al Taawoun,Fahad Ayidh Al-Rashidi,3000,24,70,47,49,61,SUB,2019-08-17,2023,Saudi Arabia,Right,1
Al Hazem,Thaar Al Otaibi,2000,21,66,46,49,62,SUB,2021-07-15,2024,Saudi Arabia,Right,1
Damac FC,Ramzi Solan,3000,23,80,52,45,61,RES,2020-10-05,2025,Saudi Arabia,Right,1
Finn Harps,Karl Oâ€™Sullivan,500,21,80,51,47,57,RM,2020-01-14,2021,Republic of Ireland,Right,1
Changchun Yatai FC,ä¸¥æ™ºå®‡,2000,28,72,28,35,49,RES,2018-02-10,2021,China PR,Left,1
Demir Grup Sivasspor,Kerem Atakan Kesgin,2000,20,61,49,57,62,RES,2020-08-30,2023,Turkey,Right,1
FC ZÃ¼rich,Lindrit Kamberi,2000,21,57,24,36,37,SUB,2018-07-01,2022,Switzerland,Right,1
Dalian Professional Football Club,çŽ‹çŒ®é’§,2000,21,66,37,48,50,SUB,2018-01-01,2024,China PR,Right,1
Waterford FC,John Martin,500,22,63,55,54,58,CAM,2017-05-05,2021,Republic of Ireland,Right,1
AtlÃ©tico Nacional,Hayen Santiago Palacios SÃ¡nchez,500,21,72,54,43,61,SUB,2020-12-15,2024,Colombia,Right,1
Exeter City,Harry George Kite,2000,21,69,52,52,58,SUB,2018-02-07,2023,England,Right,1
Waterford FC,Shane Griffin,500,21,56,57,54,58,RDM,2018-03-16,2021,Republic of Ireland,Right,1
Barnsley,Cameron Thompson,6000,21,71,59,35,56,RES,2020-12-11,2022,England,Right,1
Accrington Stanley,Jack Nolan,800,20,74,51,51,57,SUB,2021-08-05,2022,England,Left,1
Melbourne Victory,Birkan Kirdar,950,19,73,45,55,56,SUB,2018-06-01,2023,Australia,Right,1
Hartlepool United,Tom Crawford,2000,22,74,49,53,61,SUB,2020-08-24,2022,England,Right,1
Exeter City,Callum Miles Rowe,1000,21,72,38,48,55,RES,2021-07-01,2022,England,Left,1
TromsÃ¸ IL,Casper Ã˜yvann,600,21,66,28,38,39,SUB,2021-02-19,2022,Norway,Right,1
Wycombe Wanderers,Andre Maurice Keith Burley,1000,21,56,21,37,45,RES,2020-09-29,2022,Saint Kitts and Nevis,Right,1
SV Waldhof Mannheim 07,BarÄ±ÅŸ ÆkinÃ§iÉ™r,700,22,67,57,54,58,SUB,2021-08-31,2024,Azerbaijan,Right,1
Accrington Stanley,Thomas Scully,800,21,62,50,56,59,RES,2020-09-02,2023,England,Right,1
Rochdale,Samuel Graham,1000,20,67,27,33,38,RCB,2021-07-29,2023,England,Right,1
TSV Egger Glas Hartberg,Marcel Schantl,1000,20,53,46,55,57,RES,2017-07-01,2023,Austria,Right,1
Shandong Taishan,ç”°é‘«,3000,23,72,42,50,56,SUB,2018-07-13,2023,China PR,Right,1
Northampton Town,Scott Alexander Gladman Pollock,2000,20,66,51,57,59,SUB,2018-09-29,2022,England,Right,1
Tranmere Rovers,Charlie Patrick Jolley,1000,20,69,58,43,55,RES,2021-01-25,2022,England,Left,1
Ipswich Town,Idris El Mizouni,2000,20,66,49,53,59,RES,2018-12-20,2022,Tunisia,Right,1
St. Patrick's Athletic,Jason McClelland,600,24,66,51,54,55,SUB,2019-12-01,2021,Republic of Ireland,Left,1
Jamshedpur FC,Seiminlen Doungel,500,27,82,55,47,56,RM,2021-08-05,2024,India,Right,1
Pohang Steelers,Gwang-Joon Lee,1000,25,59,21,29,28,SUB,2019-01-01,2022,Korea Republic,Right,1
StrÃ¸msgodset IF,Kreshnik Krasniqi,650,20,63,49,54,57,SUB,2018-09-04,2022,Kosovo,Right,1
FC Academica Clinceni,Aleksandru Robert Longher,950,21,69,51,51,58,RES,2020-12-01,2023,Romania,Right,1
Jamshedpur FC,Laldinliana Renthlei,500,22,72,27,41,50,RB,2020-09-03,2023,India,Right,1
FC Goa,Saviour Gama,500,24,72,42,45,54,LB,2018-09-26,2024,India,Left,1
Hyderabad FC,Mohammed Yasir,500,23,73,42,49,59,CAM,2018-07-01,2023,India,Left,1
Bengaluru FC,Pratik Chaudhari,500,31,55,25,32,42,SUB,2020-08-01,2022,India,Right,1
SÃ¸nderjyskE,Mads Hjalmer Hansen,2000,20,69,44,57,60,RES,2019-04-10,2024,Denmark,Right,1
Southampton,Dynel Brown Kembo Simeu,4000,19,62,28,39,45,RES,2021-07-28,2023,England,Right,1
West Ham United,Pierre-Emmanuel Ekwah Elimby,4000,19,60,33,49,50,RES,2021-07-01,2024,France,Left,1
Southampton,Allan Tchaptchet,4000,19,57,31,35,37,RES,2018-12-21,2022,France,Right,1
ÅšlÄ…sk WrocÅ‚aw,Kacper Radkowski,1000,20,60,33,47,51,RES,2021-07-01,2024,Poland,Right,1
Seattle Sounders FC,Daniel Leyva,500,18,57,58,54,55,SUB,2019-04-09,2021,United States,Right,1
SC Freiburg II,Daniels OntuÅ¾Äns,650,21,70,47,51,61,SUB,2021-07-01,2022,Latvia,Right,1
Birmingham City,CaolÃ¡n Boyd-Munce,3000,21,63,52,55,53,RES,2019-07-01,2023,Northern Ireland,Left,1
FÃºtbol Club JuÃ¡rez,Francisco Javier Nevarez Pulgarin,1000,20,53,39,53,61,RES,2018-07-01,2024,Mexico,Right,1
Clermont Foot 63,NaÃ«l Jaby,2000,20,69,46,55,55,RES,2019-05-29,2024,France,Left,1
Al Fayha,Abdulrahman Salem A Al-Safari,4000,28,60,34,57,58,RCM,2021-06-30,2024,Saudi Arabia,Right,1
Club Independiente Santa Fe,Ciro Alexander Porras RuÃ­z,500,21,67,29,40,51,RB,2019-07-14,2025,Colombia,Right,1
FC Basel 1893,Tician Tushi,2000,20,70,55,47,56,RES,2019-07-01,2023,Switzerland,Right,1
Le Havre AC,Daylam Meddah,550,18,67,47,55,62,RES,2019-07-20,2022,France,Right,1
Al Ain FC,Ali Eid Ghumail Amer Alyahyaee,500,23,60,56,42,55,SUB,2019-12-19,2025,United Arab Emirates,Right,1
ÅšlÄ…sk WrocÅ‚aw,Bartosz BoruÅ„,1000,21,68,49,52,55,RES,2019-03-28,2022,Poland,Right,1
Watford,Maurizio Pochettino,6000,20,76,49,52,55,RES,2021-01-31,2025,Argentina,Right,1
Portsmouth,Jayden Andrew Reid,2000,20,80,54,46,57,RES,2021-07-20,2022,England,Right,1
Sheffield Wednesday,Korede Yemi Adedoyin,1000,20,72,53,49,58,RES,2020-09-12,2022,Nigeria,Left,1
Cheltenham Town,Grant Dean Horton,900,19,68,24,40,46,SUB,2019-08-16,2023,England,Right,1
Accrington Stanley,Harrison Joshua Perritt,700,20,63,30,44,51,SUB,2019-07-01,2023,England,Right,1
Waterford FC,Armando Quitirna Junior,500,21,63,48,53,60,RM,2021-07-02,2021,Guinea Bissau,Right,1
Chennaiyin FC,Edwin Sydney Vanspaul,500,28,72,34,51,53,SUB,2019-07-01,2023,India,Right,1
Pau FC,Jean Lambert Evan's,850,22,66,41,56,53,SUB,2021-07-20,2025,France,Left,1
Swansea City,Tivonge Rushesha,1000,18,78,29,42,52,RES,2018-07-01,2023,Wales,Right,1
Cheltenham Town,Elliott Michael Bonds,1000,21,67,46,54,55,SUB,2021-07-01,2023,Guyana,Right,1
Al Ahli,Fahad Al Hamad,5000,23,65,26,37,38,RES,2021-08-27,2025,Saudi Arabia,Left,1
Sydney FC,Harry Van der Saag,1000,21,63,29,44,54,SUB,2019-09-03,2022,Australia,Right,1
ATK Mohun Bagan FC,Deepak Tangri,550,22,69,37,47,52,RDM,2021-06-29,2023,India,Right,1
Cardiff City,Chanka Zimba,4000,19,68,53,47,53,RES,2020-09-04,2022,England,Right,1
Kerala Blasters FC,Jeakson Singh,500,20,62,38,47,54,CDM,2018-09-22,2023,India,Right,1
Mumbai City FC,Amey Ranawade,500,23,72,26,40,51,RB,2020-10-30,2025,India,Right,1
Servette FC,Ricardo Azevedo Alves,2000,19,69,44,56,60,SUB,2019-10-05,2022,Switzerland,Left,1
Waterford FC,Darragh Power,500,20,62,32,46,54,RB,2019-06-28,2021,Republic of Ireland,Right,1
Aragua FÃºtbol Club,AndrÃ©s Eloy Farreras MartÃ­nez,500,20,64,33,49,48,SUB,2019-01-01,2022,Venezuela,Right,1
Birmingham City,Keyendrah Simmonds,3000,20,70,58,46,59,RES,2021-02-01,2023,England,Right,1
KSV Cercle Brugge,Arne Cassaert,1000,20,61,23,37,35,RES,2019-11-23,2022,Belgium,Right,1
Royal Charleroi S.C.,Anthony Kevin Descotte,500,17,69,50,47,64,SUB,2019-11-30,2025,Belgium,Right,1
Chicago Fire Football Club,Nicholas Slonina,900,20,54,22,35,38,RES,2019-12-10,2021,United States,Right,1
Ã‡aykur Rizespor,Eren KaradaÄŸ,2000,21,68,64,51,57,SUB,2018-08-01,2024,Turkey,Left,1
FC Dallas,Eddie Munjoma,1000,22,57,56,46,52,SUB,2020-01-13,2025,United States,Right,1
Puebla FC,Ivo SaÃºl VÃ¡zquez Serrano,1000,20,64,41,44,61,LB,2021-02-08,2021,Mexico,Left,1
Vancouver Whitecaps FC,Patrick Metcalfe,1000,22,61,41,54,47,SUB,2020-01-23,2021,Canada,Right,1
Campionii FC Arges,CÄƒtÄƒlin Constantin Barbu,1000,21,66,55,48,59,RES,2020-09-10,2022,Romania,Right,1
Odds BK,Elias Uppheim Skogvoll,1000,25,66,49,51,59,SUB,2020-01-09,2021,Norway,Left,1
Club Always Ready,JosÃ© Carlos MartÃ­nez GarzÃ³n,500,18,66,47,48,57,SUB,2019-07-01,2021,Bolivia,Right,1
Philadelphia Union,Cole Turner,650,19,68,38,47,55,RES,2020-01-01,2021,United States,Right,1
Sociedad Deportiva Aucas,Eddy Joel MejÃ­a Montero,500,21,66,37,48,51,SUB,2020-08-01,2025,Ecuador,Left,1
Atlanta United,George Campbell,900,20,51,24,34,32,RES,2019-07-09,2022,United States,Right,1
Nagoya Grampus,çŸ³ç”° å‡Œå¤ªéƒŽ,650,19,77,42,50,58,SUB,2020-02-01,2023,Japan,Right,1
Gangwon FC,Min Woo Jung,1000,20,61,40,56,57,SUB,2020-02-07,2022,Korea Republic,Right,1
Sagan Tosu,æ¾æœ¬ å¤§è¼”,700,22,65,25,37,41,SUB,2021-01-09,2022,Japan,Right,1
Spartak Moskva,Dmitry Markitesov,6000,20,61,48,57,54,RES,2019-07-01,2023,Russia,Right,1
FK BodÃ¸/Glimt,Sigurd Kvile,650,21,67,23,39,47,SUB,2021-03-18,2024,Norway,Right,1
FK Haugesund,Mads Berg Sande,700,23,59,41,54,53,SUB,2020-02-20,2023,Norway,Right,1
Cardiff City,Tavio Kouakou D'Almeida,4000,20,61,43,53,60,RES,2019-08-26,2022,CÃ´te d'Ivoire,Right,1
Universidad CatÃ³lica,CristÃ³bal Ignacio Finch Barrios,1000,19,61,21,36,34,SUB,2020-01-01,2022,Chile,Right,1
Dundee United,Christopher Robert Mochrie,500,18,68,47,55,59,SUB,2019-05-10,2022,Scotland,Left,1
IFK GÃ¶teborg,Isak Dahlqvist,550,19,74,49,49,61,SUB,2020-06-02,2023,Sweden,Right,1
KSV Cercle Brugge,Figo Suffys,1000,20,68,32,51,54,SUB,2020-06-08,2022,Belgium,Right,1
Crawley Town,Samuel Kenneth Ashford,2000,25,75,56,46,57,RS,2020-06-23,2022,England,Left,1
Paris FC,Hugo Gambor,500,18,65,33,42,49,RES,2020-06-28,2023,France,Right,1
KV Mechelen,Niklo Dailly,2000,19,70,59,53,62,RES,2020-07-07,2022,Belgium,Right,1
Blackpool,Cameron Antwi,1000,19,63,36,50,55,RES,2020-07-03,2022,England,Right,1
Crawley Town,Zaid Al-Hussaini,2000,21,77,49,51,59,SUB,2020-08-01,2023,England,Left,1
Deportivo Toluca,Alan Omar RodrÃ­guez OrtÃ­z,3000,25,62,47,56,53,RES,2020-07-01,2022,Mexico,Right,1
Club Tijuana,Gerson Romario VÃ¡zquez Ogara,2000,19,70,52,54,61,SUB,2020-07-01,2021,Mexico,Right,1
Lincoln City,SeÃ¡n Patrick Roughan,550,18,64,29,44,41,SUB,2020-07-23,2023,Republic of Ireland,Left,1
VfL OsnabrÃ¼ck,Hakim TraorÃ©,750,20,82,58,43,59,SUB,2020-07-01,2022,Germany,Right,1
St. Mirren,Joshua Jack,1000,20,65,57,37,55,SUB,2020-07-01,2022,Scotland,Right,1
Melbourne Victory,Lleyton Brooks,1000,20,77,47,47,59,SUB,2020-07-01,2022,Australia,Right,1
Lechia GdaÅ„sk,Åukasz ZjawiÅ„ski,1000,19,66,53,45,55,SUB,2021-07-30,2023,Poland,Right,1
TSV 1860 MÃ¼nchen,Maxim Gresler,500,18,71,28,44,55,RES,2020-02-29,2023,Germany,Left,1
St. Johnstone FC,Cameron Ballantyne,1000,21,65,51,54,57,SUB,2017-07-01,2022,Scotland,Right,1
Derby County,Jordan Brown,2000,20,64,31,44,54,RES,2019-06-03,2022,England,Right,1
Peterborough United,Ronnie Edwards,600,18,64,30,42,51,SUB,2020-08-10,2025,England,Left,1
FBC Melgar,Jefferson Justo CÃ¡ceres ChÃ¡vez,500,18,70,60,43,60,SUB,2020-01-01,2022,Peru,Right,1
Club Necaxa,Alejandro Andrade Rivera,1000,19,63,38,51,55,RES,2020-08-15,2024,Mexico,Right,1
FC Farul ConstanÈ›a,È˜tefan BodiÈ™teanu,650,18,70,43,51,58,SUB,2021-06-21,2022,Romania,Right,1
Kerala Blasters FC,Sandeep Singh,500,26,67,31,42,50,SUB,2020-08-22,2022,India,Right,1
FC Dinamo 1948 BucureÅŸti,Costin Amzar,500,17,76,32,40,54,LB,2020-09-01,2027,Romania,Left,1
Bristol Rovers,Luca Hoole,1000,19,79,27,44,49,SUB,2018-07-01,2022,Wales,Right,1
Al Fayha,Abdullah Al Dawsari,3000,27,67,53,53,61,SUB,2020-10-05,2022,Saudi Arabia,Right,1
SpVgg Greuther FÃ¼rth,Mert-Yusuf Torlak,1000,18,59,49,54,63,RES,2020-02-29,2022,Germany,Right,1
CD Lugo,Daniel Vidal MartÃ­nez,1000,21,61,45,59,56,RES,2019-07-01,2022,Spain,Right,1
Bristol Rovers,Pablo Martinez,2000,20,64,46,53,55,RES,2020-08-25,2022,Wales,Right,1
StabÃ¦k Fotball,Kristian Bernt Torgersen,500,18,64,43,52,59,SUB,2020-08-12,2023,Norway,Right,1
St. Patrick's Athletic,Ben McCormack,500,18,67,51,54,58,SUB,2019-12-21,2022,Republic of Ireland,Right,1
Al Hazem,Saud Saad Zidan,2000,21,67,40,54,62,RES,2021-07-08,2024,Saudi Arabia,Right,1
Los Angeles FC,Kwadwo Opoku,900,19,77,55,42,62,SUB,2020-10-06,2021,Ghana,Left,1
F.C. KÃ¸benhavn,Rasmus Winther HÃ¸jlund,1000,18,75,51,41,57,SUB,2020-10-25,2023,Denmark,Left,1
FC Voluntari,John Anderson Souza Fonseca,1000,24,71,54,50,58,RES,2020-10-16,2022,Brazil,Left,1
Club AtlÃ©tico de San Luis,Luis Angel Calzadilla SantillÃ¡n,2000,21,59,45,56,56,SUB,2021-07-02,2025,Mexico,Right,1
Club The Strongest,Jeyson Ariel Chura Almanza,500,19,62,57,47,60,SUB,2020-01-01,2021,Bolivia,Right,1
NorthEast United FC,Mashoor Shereef,500,28,67,40,48,51,RCB,2020-10-31,2022,India,Right,1
Central Coast Mariners,Daniel Hall,500,22,62,24,40,44,SUB,2020-11-01,2023,Australia,Right,1
KasimpaÅŸa SK,Berat Kalkan,850,18,64,54,50,61,SUB,2020-02-25,2022,North Macedonia,Right,1
Club Independiente Santa Fe,Jersson David GonzÃ¡lez NiÃ±o,500,19,65,47,51,53,SUB,2020-07-01,2025,Colombia,Right,1
FC Voluntari,Antonio Mihai Stan,900,20,72,52,51,57,RES,2021-07-22,2023,Romania,Right,1
Yokohama F. Marinos,å— æ‹“éƒ½,1000,19,76,48,50,61,RES,2021-02-01,2024,Japan,Right,1
Halmstads BK,Edvin Kurtulus,550,21,66,30,49,56,RB,2019-01-01,2021,Sweden,Right,1
BrÃ¸ndby IF,Lars Erik Oskar Fallenius,2000,19,78,55,48,59,RES,2021-01-04,2024,Sweden,Right,1
FC Lausanne-Sport,Alvyn Antonio Sanches,900,18,68,49,57,61,RES,2020-11-13,2025,Portugal,Left,1
BK HÃ¤cken,Valgeir Lunddal FriÃ°riksson,500,19,63,31,42,48,LB,2021-01-01,2024,Iceland,Right,1
Gangwon FC,Dae Woo Kim,1000,20,61,41,53,59,SUB,2021-01-07,2022,Korea Republic,Right,1
Club Nacional de Football,Santiago ValentÃ­n RamÃ­rez Polero,500,19,68,56,46,56,SUB,2017-01-01,2023,Uruguay,Left,1
Suwon Samsung Bluewings,Ho Jun Son,500,18,58,48,48,54,RES,2021-01-12,2022,Korea Republic,Right,1
Incheon United FC,Dong Gyu Yu,1000,26,68,54,45,59,RES,2021-01-13,2021,Korea Republic,Right,1
Club AtlÃ©tico Palmaflor,Luis Alfredo Serrano Barrientos,500,23,65,56,54,59,SUB,2021-01-07,2021,Bolivia,Right,1
Avispa Fukuoka,Kimiya Moriyama,500,19,57,33,51,46,RES,2021-01-18,2022,Japan,Right,1
SpVgg Greuther FÃ¼rth,Elias Kratzer,2000,21,62,29,43,47,RES,2021-01-22,2023,Germany,Right,1
Dundalk FC,Raivis Andris Jurkovskis,550,24,55,30,47,50,RB,2021-01-08,2021,Latvia,Left,1
Crawley Town,Davide Rodari,2000,22,74,54,40,57,RES,2021-01-25,2023,Switzerland,Right,1
Yokohama F. Marinos,å¹³äº• é§¿åŠ©,550,18,58,29,41,42,RES,2021-02-01,2024,Japan,Right,1
Kashima Antlers,é ˆè—¤ ç›´è¼,600,18,70,48,53,63,RES,2021-02-01,2024,Japan,Right,1
Urawa Red Diamonds,ç¦å³¶ æ˜¥æ¨¹,1000,19,73,31,44,48,RES,2021-02-01,2024,Japan,Left,1
Drogheda United,Luke Heeney,500,22,61,47,51,53,SUB,2019-01-01,2021,Republic of Ireland,Right,1
Legia Warszawa,Jakub Kisiel,500,18,62,36,50,52,RES,2021-02-06,2025,Poland,Right,1
Avispa Fukuoka,Yuji Kitajima,650,20,66,50,54,55,RES,2019-02-01,2022,Japan,Left,1
MjÃ¤llby AIF,Josip FilipoviÄ‡,600,25,59,22,34,44,SUB,2021-02-09,2022,Croatia,Right,1
San Jose Earthquakes,Benjamin Kikanovic,1000,21,66,55,40,54,SUB,2021-02-16,2021,United States,Right,1
SV Zulte Waregem,Cheikh Ahadou Tidiane Thiam,500,17,65,30,37,38,RES,2021-02-19,2023,Belgium,Right,1
FerencvÃ¡rosi TC,Dominik Csontos,500,18,73,26,40,47,RES,2020-01-01,2022,Hungary,Left,1
Drogheda United,James Clarke,500,20,75,50,48,58,SUB,2019-01-01,2021,Republic of Ireland,Right,1
Longford Town,Aodh Dervin,500,21,63,46,53,58,LDM,2017-02-01,2021,Republic of Ireland,Right,1
Halmstads BK,Amir Al-Ammari,750,23,69,51,59,52,LCM,2021-02-14,2023,Sweden,Right,1
Drogheda United,Killian Phillips,500,19,52,43,50,48,SUB,2020-07-01,2022,Republic of Ireland,Right,1
Guayaquil City FC,Manuel Ronald Corozo Nazareno,500,21,69,36,52,57,SUB,2021-01-12,2025,Ecuador,Left,1
Stoke City,Kieran Coates,2000,19,69,25,35,54,RES,2020-07-01,2022,England,Right,1
Junior FC,LÃ©ider SebastiÃ¡n Berdugo Ruiz,500,19,63,50,55,58,RES,2021-03-07,2023,Colombia,Right,1
Viking FK,Mai Traore,800,21,54,58,41,54,SUB,2021-08-02,2024,Guinea,Left,1
Academia Puerto Cabello,Gabriel JosÃ© Reyes GonzÃ¡lez,500,18,73,47,48,54,SUB,2021-03-17,2025,Venezuela,Right,1
